"ISIC Rev. 4","CPC 2.1","CPA 2.1","Review","Redundancy","Unmatched","NoMatchFromA","NoMatchFromB","ISIC Rev. 4_Description","CPC 2.1_CPC21title","CPA 2.1_Name","CPA 2.1_Include","CPA 2.1_Exclude","CPA 2.1_URI","ISIC Rev. 4_ISIC4partial","ISIC Rev. 4_CPC21partial","CPA 2.1_CPA 2.1 label","CPA 2.1_CPC 2.1 label","CPA 2.1_Count of CPA 2.1","CPA 2.1_Count of CPC 2.1","CPA 2.1_Comment"
"2610","47173","26.11.40","1","0","0","0","0","Manufacture of electronic components and boards","Parts for the goods of subclasses 47140 to 47160","Parts of electronic valves and tubes and of other electronic components n.e.c.","","","261140","1","0","Parts of electronic valves and tubes and of other electronic components n.e.c.","Parts for the goods of subclasses 47140 to 47160","2","1",""
"2610","47130","26.11.50","0","0","0","0","0","Manufacture of electronic components and boards","Printed circuits","Bare printed circuit boards","","","261150","1","0","Bare printed circuit boards","Printed circuits","1","2",""
"2610","88741","26.11.91","0","0","0","0","0","Manufacture of electronic components and boards","Electronic component and board manufacturing services","Services connected with manufacturing of electronic integrated circuits","This subcategory includes:
- assembly services of micro assemblies on integrated circuits","","261191","1","0","Services connected with manufacturing of electronic integrated circuits","Electronic component and board manufacturing services","1","4","The services classified under CPC division 88 are performed on physical inputs owned by units other than the units providing the service"
"2610","88741","26.11.99","0","0","0","0","0","Manufacture of electronic components and boards","Electronic component and board manufacturing services","Sub-contracted operations as part of manufacturing of electronic components","","","261199","1","0","Sub-contracted operations as part of manufacturing of electronic components","Electronic component and board manufacturing services","1","4","The services classified under CPC division 88 are performed on physical inputs owned by units other than the units providing the service"
"2610","47130","26.12.10","0","0","0","0","0","Manufacture of electronic components and boards","Printed circuits","Loaded printed circuits","","","261210","1","0","Loaded printed circuits","Printed circuits","1","2",""
"2610","45281","26.12.20","0","0","0","0","0","Manufacture of electronic components and boards","Sound, video, network and similar cards for automatic data processing machines","Sound, video, network and similar cards for automatic data processing machines","","","261220","1","0","Sound, video, network and similar cards for automatic data processing machines","Sound, video, network and similar cards for automatic data processing machines","1","1",""
"2610","47920","26.12.30","0","0","0","0","0","Manufacture of electronic components and boards","""Smart cards""","Smart cards","","","261230","1","0","Smart cards","""Smart cards""","1","1",""
"2610","88741","26.12.91","0","0","0","0","0","Manufacture of electronic components and boards","Electronic component and board manufacturing services","Services connected with printing of circuits and micro assembling on printed circuits","This subcategory includes:
- assembly services of micro assemblies on printed circuits
- etching, coating by varnish and by vapour deposition of printed circuits and semiconductors","","261291","1","0","Services connected with printing of circuits and micro assembling on printed circuits","Electronic component and board manufacturing services","1","4","The services classified under CPC division 88 are performed on physical inputs owned by units other than the units providing the service"
"2610","88741","26.12.99","0","0","0","0","0","Manufacture of electronic components and boards","Electronic component and board manufacturing services","Sub-contracted operations as part of manufacturing of loaded electronic boards","","","261299","1","0","Sub-contracted operations as part of manufacturing of loaded electronic boards","Electronic component and board manufacturing services","1","4","The services classified under CPC division 88 are performed on physical inputs owned by units other than the units providing the service"
"2610","47223","26.30.23","1","0","0","0","0","Manufacture of electronic components and boards","Other telephone sets and apparatus for transmission or reception of voice, images or other data, including apparatus for communication in a wired or wireless network (such as a local or wide area network)","Other telephone sets and apparatus for transmission or reception of voice, images or other data, including apparatus for communication in a wired or wireless network (such as a local or wide area network)","","","263023","1","1","Other telephone sets and apparatus for transmission or reception of voice, images or other data, including apparatus for communication in a wired or wireless network (such as a local or wide area network)","Other telephone sets and apparatus for transmission or reception of voice, images or other data, including apparatus for communication in a wired or wireless network (such as a local or wide area network)","1","2",""
"2610","47223","26.40.44","1","0","0","0","0","Manufacture of electronic components and boards","Other telephone sets and apparatus for transmission or reception of voice, images or other data, including apparatus for communication in a wired or wireless network (such as a local or wide area network)","Reception apparatus for radio-telephony or radio-telegraphy n.e.c.","","","264044","1","1","Reception apparatus for radio-telephony or radio-telegraphy n.e.c.","Other telephone sets and apparatus for transmission or reception of voice, images or other data, including apparatus for communication in a wired or wireless network (such as a local or wide area network)","1","2",""
"2610","48315","26.70.23","1","0","0","0","0","Manufacture of electronic components and boards","Liquid crystal devices n.e.c.; lasers, except laser diodes; other optical appliances and instruments n.e.c.","Liquid crystal devices; lasers, except laser diodes; other optical appliances and instruments n.e.c.","","","267023","1","1","Liquid crystal devices; lasers, except laser diodes; other optical appliances and instruments n.e.c.","Liquid crystal devices n.e.c.; lasers, except laser diodes; other optical appliances and instruments n.e.c.","1","1",""
"2610","48354","26.70.26","1","0","0","0","0","Manufacture of electronic components and boards","Parts and accessories for the goods of subclass 48315","Parts and accessories of liquid crystal devices, lasers (except laser diodes), other optical appliances and instruments n.e.c.","","","267026","1","1","Parts and accessories of liquid crystal devices, lasers (except laser diodes), other optical appliances and instruments n.e.c.","Parts and accessories for the goods of subclass 48315","1","1",""
"2610","46215","27.33.13","1","0","0","0","0","Manufacture of electronic components and boards","Connectors for optical fibres, optical fibre bundles or cables","Plugs, sockets and other apparatus for switching or protecting electrical circuits n.e.c.","","","273313","1","0","Plugs, sockets and other apparatus for switching or protecting electrical circuits n.e.c.","Connectors for optical fibres, optical fibre bundles or cables","2","1",""
"2610","47110","27.90.51","1","0","0","0","0","Manufacture of electronic components and boards","Electrical capacitors","Fixed capacitors for 50/60 Hz circuits having a reactive power handling capacity ≥ 0,5 kvar","","","279051","1","1","Fixed capacitors for 50/60 Hz circuits having a reactive power handling capacity ≥ 0,5 kvar","Electrical capacitors","1","3",""
"2610","47110","27.90.52","1","0","0","0","0","Manufacture of electronic components and boards","Electrical capacitors","Other fixed capacitors","","","279052","1","1","Other fixed capacitors","Electrical capacitors","1","3",""
"2610","47110","27.90.53","1","0","0","0","0","Manufacture of electronic components and boards","Electrical capacitors","Variable or adjustable (pre-set) capacitors","","","279053","1","1","Variable or adjustable (pre-set) capacitors","Electrical capacitors","1","3",""
"2610","47120","27.90.60","1","0","0","0","0","Manufacture of electronic components and boards","Electrical resistors (except heating resistors)","Electrical resistors, except heating resistors","","This subcategory excludes:
- electric heating resistors, see 27.51.29","279060","1","1","Electrical resistors, except heating resistors","Electrical resistors (except heating resistors)","1","1",""
"2610","47171","27.90.81","1","0","0","0","0","Manufacture of electronic components and boards","Parts for the goods of subclass 47110","Parts of electrical capacitors","","","279081","1","1","Parts of electrical capacitors","Parts for the goods of subclass 47110","1","1",""
