CPA 2.1,Name,Include,Exclude,URI
49.39.20,"Passenger transport services by funiculars, teleferics and ski-lifts","This subcategory includes:
- operation services of funiculars, teleferics, ski and cable lifts and similar services, if not part of urban, suburban or metropolitan transit systems","This subcategory excludes:
- operation services of funicular railways, aerial cableways etc. if part of urban, suburban or metropolitan transit systems, see 49.31.21",493920
49.39.3,Non-scheduled passenger land transport services,,,49393
49.39.31,Rental services of buses and coaches with driver,"This subcategory includes:
- rental services of buses or coaches with operators for a period of time, not generally dependent on distance. The renter defines how and when the vehicles will be operated, determining schedules, routes, and other operational considerations.","This subcategory excludes:
- non-scheduled local bus or coach charter services, see 49.39.33
- non-scheduled long distance bus or coach charter services, see 49.39.34",493931
49.39.32,Road transport services of passengers for sightseeing,"This subcategory includes:
- sightseeing-bus services, including city tours",,493932
49.39.33,Non-scheduled local bus and coach charter services,"This subcategory includes:
- non-scheduled chauffeur-driven hired bus and motor coach services within urban and suburban areas, generally rendered on a time and distance basis, frequently involving transportation to more than one destination

Unlike rental of a bus, which gives the client full control, this service is typically provided on a pre-determined route and time-table.","This subcategory excludes:
- rental services of buses with driver, see 49.39.31",493933
49.39.34,Non-scheduled long distance bus and coach charter services,"This subcategory includes:
- chauffeur-driven hired bus and motor coach services interurban and long distance, generally rendered on a time and distance basis, frequently involving transportation to more than one destination.

Unlike rental of a bus, which gives the client full control, this service is typically provided on a pre-determined route and time-table.","This subcategory excludes:
- rental services of buses with driver, see 49.39.31",493934
49.39.35,Road transport services of passengers by man- or animal-drawn vehicles,"This subcategory includes:
- passenger transport services by man- or animal-drawn vehicles or conveyances such as rickshaws and by pack animals, provided that the services of an operator are provided with the vehicle or animals","This subcategory excludes:
- man- or animal-drawn passenger vehicle rental services without the services of a driver, see 77.12.19",493935
49.39.39,Passenger land transport services n.e.c.,"This subcategory includes:
- passenger transport services by vehicles with driver n.e.c. 
- transport services of accompanying luggage, animals and other items that may be carried at no extra cost","This subcategory excludes:
- ambulance services, see 86.90.14",493939
49.4,Freight transport services by road and removal services,,,494
49.41,Freight transport services by road,,,4941
49.41.1,Freight transport services by road,,"This category excludes: 
- crating and packing services for transport, see 52.29.20",49411
49.41.11,Road transport services of freight by refrigerator vehicles,"This subcategory includes:
- road transport services of frozen or refrigerated goods in special refrigerator trucks and cars",,494111
49.41.12,"Road transport services of freight by tank trucks or semi-trailers, petroleum products","This subcategory includes:
- road transport services of petroleum products (crude oil, natural gas and refined petroleum products) in special tank trucks",,494112
49.41.13,"Road transport services of freight by tank trucks or semi-trailers, other bulk liquids or gases","This subcategory includes:
- road transport services of other bulk liquids or gases in special tank trucks","This subcategory excludes:
- distribution services of water by trucks, see 36.00.20",494113
49.41.14,Road transport services of intermodal containers,"This subcategory includes:
- road transport services of individual articles and packages assembled and shipped in specially constructed shipping containers designed for ease of handling in transport",,494114
49.41.15,Road transport services of dry bulk goods,"This subcategory includes:
- road transport services of dry bulk goods such as cereals, flours, cement, sand, coal etc.",,494115
49.41.16,Road transport services of live animals,"This subcategory includes:
- road transport services by specialised vehicles of live animals",,494116
49.41.17,Road transport services of freight by man- or animal-drawn vehicles,"This subcategory includes:
- road transport services of freight by man- or animal-drawn vehicles",,494117
49.41.18,Road transport services of letters and parcels,"This subcategory includes:
- transport services of letters and parcels by any mode of land transport, other than railway, on behalf of postal and courier services","This subcategory excludes:
- postal and courier services, see 53.10.1 and 53.20.1",494118
49.41.19,Other road transport services of freight,"This subcategory includes:
- road transport services by other specialised vehicles n.e.c.

Included here are transport of waste and waste materials (without collection or disposal), concrete and tarred macadam, cars etc. by specialised vehicles.

- transportation by road of freight not elsewhere classified, by non-specialised vehicles",,494119
49.41.2,Rental services of trucks with operator,,,49412
49.41.20,Rental services of trucks with operator,"This subcategory includes:
- truck and other motorised freight vehicle rental services, with driver","This subcategory excludes:
- road transport services of freight, see 49.41.1
- rental of trucks without driver, see 77.12.11",494120
49.42,Removal services,,,4942
49.42.1,Removal services,,,49421
49.42.11,Removal services for households,"This subcategory includes:
- household goods and furniture removal (relocation) services, including ancillary services of packing and carrying and in-house moving",,494211
49.42.19,Other removal services,"This subcategory includes:
- office equipment, machinery and furniture removal (relocation) services, including ancillary services of packing and carrying and in-house moving",,494219
49.5,Transport services via pipeline,,,495
49.50,Transport services via pipeline,,,4950
49.50.1,Transport services via pipeline,,,49501
49.50.11,Transport services via pipeline of crude or refined petroleum and petroleum products,,,495011
49.50.12,Transport services via pipeline of natural gas,,"This subcategory excludes:
- liquefaction and regasification services of natural gas, rendered at the mine site, see 09.10.13
- liquefaction and regasification of natural gas for purpose of transport, done off the mine site, see 52.21",495012
49.50.19,Transport services via pipeline of other goods,"This subcategory includes:
- transport services via pipeline of other chemical products, of coal slurry and of other products, n.e.c.","This subcategory excludes:
- distribution services of steam and of water through mains, see 35.30.12, 36.00.20",495019
50,Water transport services,,,50
50.1,Sea and coastal passenger water transport services,,,501
50.10,Sea and coastal passenger water transport services,,,5010
50.10.1,Sea and coastal passenger water transport services,,,50101
50.10.11,Sea and coastal passenger water transport services by ferries,"This subcategory includes:
- sea and coastal passenger water transport services by ferries, including hydrofoils and hovercraft, on a scheduled or non-scheduled basis
- transport services of accompanying luggage, animals and other items that may be carried at no extra cost",,501011
50.10.12,Sea and coastal passenger water transport services on cruise ships,"This subcategory includes:
- services provided by sea cruises, including transportation, accommodation, food services, recreational and other entertainment services in an all inclusive fare",,501012
50.10.19,Other sea and coastal passenger water transport services,"This subcategory includes:
- sea and coastal passenger water transport services on scheduled or non-scheduled basis, regardless of the class of service, except by ferries and cruise ships
- transport services of passengers from port to port, including on freight ships
- transport services of accompanying luggage, animals and other items that may be carried at no additional cost",,501019
