NAICS 2017,NACE Rev. 2,NACE Rev. 2,US NAICS 2017,Notes
424990,46.77,Wholesale of waste and scrap,Other Miscellaneous Nondurable Goods Merchant Wholesalers,Sawdust and wood pulp
423990,46.90,Non-specialised wholesale trade,Other Miscellaneous Durable Goods Merchant Wholesalers,"Except ties, poles, wood chips, firewood, coin-operated games, prerecorded audio and video tales luggage, and musical instruments"
424990,46.90,Non-specialised wholesale trade,Other Miscellaneous Nondurable Goods Merchant Wholesalers,"General merchandise, nondurable"
445110,47.11,"Retail sale in non-specialised stores with food, beverages or tobacco predominating",Supermarkets and Other Grocery (except Convenience) Stores,
445120,47.11,"Retail sale in non-specialised stores with food, beverages or tobacco predominating",Convenience Stores,
447110,47.11,"Retail sale in non-specialised stores with food, beverages or tobacco predominating",Gasoline Stations with Convenience Stores,"Gas stations with convenience stores, primarily selling food or beverages"
452311,47.11,"Retail sale in non-specialised stores with food, beverages or tobacco predominating",Warehouse Clubs and Supercenters,Includes Discount Department Stores with significant perishable grocery sales (new code introduced in NAICS 2017)
452210,47.19,Other retail sale in non-specialised stores,Department Stores,Includes Discount Department Stores with insignificant perishable grocery sales (new code introduced in NAICS 2017)
452319,47.19,Other retail sale in non-specialised stores,All Other General Merchandise Stores,Except auto and home stores (2012 code 452990 renumbered into 452319 in NAICS 2017)
445230,47.21,Retail sale of fruit and vegetables in specialised stores,Fruit and Vegetable Markets,except fruit and vegetable stands
445292,47.21,Retail sale of fruit and vegetables in specialised stores,Confectionery and Nut Stores,"Nut (i.e., packaged) stores"
445210,47.22,Retail sale of meat and meat products in specialised stores,Meat Markets,
445220,47.23,"Retail sale of fish, crustaceans and molluscs in specialised stores",Fish and Seafood Markets,
445291,47.24,"Retail sale of bread, cakes, flour confectionery and sugar confectionery in specialised stores",Baked Goods Stores,
445292,47.24,"Retail sale of bread, cakes, flour confectionery and sugar confectionery in specialised stores",Confectionery and Nut Stores,Candy and confectionery stores
445299,47.25,Retail sale of beverages in specialised stores,All Other Specialty Food Stores,Bottled water and bottled soft drink stores
445310,47.25,Retail sale of beverages in specialised stores,"Beer, Wine, and Liquor Stores",
453991,47.26,Retail sale of tobacco products in specialised stores,Tobacco Stores,
445299,47.29,Other retail sale of food in specialised stores,All Other Specialty Food Stores,Except bottled water and soft drink stores
446191,47.29,Other retail sale of food in specialised stores,Food (Health) Supplement Stores,
447110,47.30,Retail sale of automotive fuel in specialised stores,Gasoline Stations with Convenience Stores,Except gas stations with convenience stores primarily selling goods other than fuels
447190,47.30,Retail sale of automotive fuel in specialised stores,Other Gasoline Stations,
443142,47.41,"Retail sale of computers, peripheral units and software in specialised stores",Electronics Stores,
443142,47.42,Retail sale of telecommunications equipment in specialised stores,Electronics Stores,Telephone stores
441310,47.43,Retail sale of audio and video equipment in specialised stores,Automotive Parts and Accessories Stores,Auto audio equipment stores (car stereo stores)
443142,47.43,Retail sale of audio and video equipment in specialised stores,Electronics Stores,"Except telephone stores, prerecorded tape, compact disc, and record stores, camera and photographic supplies stores, and consumer electronics stores with primary repair receipts"
451130,47.51,Retail sale of textiles in specialised stores,"Sewing, Needlework, and Piece Goods Stores",
444110,47.52,"Retail sale of hardware, paints and glass in specialised stores",Home Centers,
444120,47.52,"Retail sale of hardware, paints and glass in specialised stores",Paint and Wallpaper Stores,Except wall paper stores
444130,47.52,"Retail sale of hardware, paints and glass in specialised stores",Hardware Stores,
444190,47.52,"Retail sale of hardware, paints and glass in specialised stores",Other Building Material Dealers,Except lighting fixture stores
444210,47.52,"Retail sale of hardware, paints and glass in specialised stores",Outdoor Power Equipment Stores,Except outdoor equipment stores with primary repair receipts
453998,47.52,"Retail sale of hardware, paints and glass in specialised stores",All Other Miscellaneous Store Retailers (except Tobacco Stores),Sauna and hot tub stores
442210,47.53,"Retail sale of carpets, rugs, wall and floor coverings in specialised stores",Floor Covering Stores,
442291,47.53,"Retail sale of carpets, rugs, wall and floor coverings in specialised stores",Window Treatment Stores,Except blind and shade stores with primary repair receipts
444120,47.53,"Retail sale of carpets, rugs, wall and floor coverings in specialised stores",Paint and Wallpaper Stores,Wallpaper stores
443141,47.54,Retail sale of electrical household appliances in specialised stores,Household Appliance Stores,Except retail stores for appliances with primary repair receipts
442110,47.59,"Retail sale of furniture, lighting equipment and other household articles in specialised stores",Furniture Stores,
442299,47.59,"Retail sale of furniture, lighting equipment and other household articles in specialised stores",All Other Home Furnishings Stores,
443141,47.59,"Retail sale of furniture, lighting equipment and other household articles in specialised stores",Household Appliance Stores,Except retail stores for appliances with primary repair receipts
444190,47.59,"Retail sale of furniture, lighting equipment and other household articles in specialised stores",Other Building Material Dealers,Lighting fixture stores
451140,47.59,"Retail sale of furniture, lighting equipment and other household articles in specialised stores",Musical Instrument and Supplies Stores,Except musical instrument stores with primary repair receipts
453998,47.59,"Retail sale of furniture, lighting equipment and other household articles in specialised stores",All Other Miscellaneous Store Retailers (except Tobacco Stores),Home security equipment stores and candle stores
451211,47.61,Retail sale of books in specialised stores,Book Stores,
451212,47.62,Retail sale of newspapers and stationery in specialised stores,News Dealers and Newsstands,
453210,47.62,Retail sale of newspapers and stationery in specialised stores,Office Supplies and Stationery Stores,
443142,47.63,Retail sale of music and video recordings in specialised stores,Electronics Stores,"Prerecorded tape, compact disc, and record stores"
441222,47.64,Retail sale of sporting equipment in specialised stores,Boat Dealers,Except boat dealers with primary repair receipts
451110,47.64,Retail sale of sporting equipment in specialised stores,Sporting Goods Stores,Except sporting goods stores with primary repair receipts
451120,47.65,Retail sale of games and toys in specialised stores,"Hobby, Toy, and Game Stores",
448110,47.71,Retail sale of clothing in specialised stores,Men's Clothing Stores,
448120,47.71,Retail sale of clothing in specialised stores,Women's Clothing Stores,
448130,47.71,Retail sale of clothing in specialised stores,Children's and Infants' Clothing Stores,
448140,47.71,Retail sale of clothing in specialised stores,Family Clothing Stores,
448150,47.71,Retail sale of clothing in specialised stores,Clothing Accessories Stores,Except wig and hair piece stores
448190,47.71,Retail sale of clothing in specialised stores,Other Clothing Stores,
448190,47.72,Retail sale of footwear and leather goods in specialised stores,Other Clothing Stores,Leather coat stores
448210,47.72,Retail sale of footwear and leather goods in specialised stores,Shoe Stores,
448320,47.72,Retail sale of footwear and leather goods in specialised stores,Luggage and Leather Goods Stores,Except leather and luggage stores with primary repair receipts
446110,47.73,Dispensing chemist in specialised stores,Pharmacies and Drug Stores,
446199,47.74,Retail sale of medical and orthopaedic goods in specialised stores,All Other Health and Personal Care Stores,
446120,47.75,Retail sale of cosmetic and toilet articles in specialised stores,"Cosmetics, Beauty Supplies, and Perfume Stores",
444220,47.76,"Retail sale of flowers, plants, seeds, fertilisers, pet animals and pet food in specialised stores","Nursery, and Garden Center, and Farm Supply Stores",
453110,47.76,"Retail sale of flowers, plants, seeds, fertilisers, pet animals and pet food in specialised stores",Florists,
453910,47.76,"Retail sale of flowers, plants, seeds, fertilisers, pet animals and pet food in specialised stores",Pet and Pet Supplies Stores,
448310,47.77,Retail sale of watches and jewellery in specialised stores,Jewelry Stores,Except jewelry stores with primary repair receipts
442299,47.78,Other retail sale of new goods in specialised stores,All Other Home Furnishings Stores,Custom picture framing shops
443142,47.78,Other retail sale of new goods in specialised stores,Electronics Stores,"Camera and photographic supplies stores, except camera stores with primary repair receipts"
444220,47.78,Other retail sale of new goods in specialised stores,"Nursery, and Garden Center, and Farm Supply Stores",
446130,47.78,Other retail sale of new goods in specialised stores,Optical Goods Stores,
448150,47.78,Other retail sale of new goods in specialised stores,Clothing Accessories Stores,Wig and hairpiece stores
453220,47.78,Other retail sale of new goods in specialised stores,"Gift, Novelty, and Souvenir Stores",
453920,47.78,Other retail sale of new goods in specialised stores,Art Dealers,
453930,47.78,Other retail sale of new goods in specialised stores,Manufactured (Mobile) Home Dealers,
453998,47.78,Other retail sale of new goods in specialised stores,All Other Miscellaneous Store Retailers (except Tobacco Stores),"Except sauna and hot tub stores, candle stores, home security stores, and general merchandise auction houses"
