PRODCOM 2021,Name,AdditionalText,URI
27401100,Sealed beam lamp units,Reference to HS/CN:  8539 10,27401100
274012,"Tungsten halogen filament lamps, excluding ultraviolet or infra-red lamps",,274012
27401250,Tungsten halogen filament lamps for motorcycles and motor vehicles (excluding ultraviolet and infrared lamps),Reference to HS/CN:  8539 21 30,27401250
27401293,"Tungsten halogen filament lamps, for a voltage > 100 V (excluding ultraviolet and infra-red lamps, for motorcycles and motor vehicles)",Reference to HS/CN:  8539 21 92,27401293
27401295,"Tungsten halogen filament lamps for a voltage ≤ 100 V (excluding ultraviolet and infrared lamps, for motorcycles and motor vehicles)",Reference to HS/CN:  8539 21 98,27401295
274013,Filament lamps of a power ≤ 200 W and for a voltage > 100 V n.e.c.,,274013
27401300,"Filament lamps of a power ≤ 200 W and for a voltage > 100 V including reflector lamps (excluding ultraviolet, infrared lamps, tungsten halogen filament lamps and sealed beam lamp units)",Reference to HS/CN:  8539[.22(.10 + .90)],27401300
274014,Filament lamps n.e.c.,,274014
27401460,"Filament lamps for motorcycles or other motor vehicles excluding sealed beam lamp units, tungsten halogen lamps",Reference to HS/CN:  8539 29 30,27401460
27401490,Filament lamps n.e.c.,Reference to HS/CN:  8539[.29(.92 + .98)],27401490
274015,Discharge lamps; ultra-violet or infra-red lamps; arc lamps,,274015
27401510,"Fluorescent hot cathode discharge lamps, with double ended cap (excluding ultraviolet lamps)",Reference to HS/CN:  8539 31 10,27401510
27401530,"Fluorescent hot cathode discharge lamps (excluding ultraviolet lamps, with double ended cap)",Reference to HS/CN:  8539 31 90,27401530
27401550,Other discharge lamps (excluding ultraviolet lamps),Reference to HS/CN:  8539[.32(.20 + .90) + .39(.20 + .80)],27401550
27401570,"Ultraviolet or infrared lamps, arc lamps",Reference to HS/CN:  8539[.41 + .49],27401570
274021,"Portable electric lamps worked by dry batteries, accumulators, magnetos",,274021
27402100,"Portable electric lamps worked by dry batteries, accumulators or magnetos (excluding for cycles or motor vehicles)",Reference to HS/CN:  8513 10,27402100
274022,"Electric table, desk, bedside or floor-standing lamps",,274022
27402200,"Electric table, desk, bedside or floor-standing lamps",Reference to HS/CN:  9405[.20(.11 + .40 + .50 + .91 + .99)],27402200
274023,Non-electrical lamps and lighting fittings,,274023
27402300,Non-electrical lamps and lighting fittings,Reference to HS/CN:  9405 50,27402300
274024,"Illuminated signs, illuminated name-plates and the like",,274024
27402400,"Illuminated signs, illuminated name-plates and the like (including road signs)",Reference to HS/CN:  9405[.60(.20 + .80)],27402400
274025,Chandeliers and other electric ceiling or wall lighting fittings,,274025
27402500,Chandeliers and other electric ceiling or wall lighting fittings (excluding those used for lighting public open spaces or thoroughfares),Reference to HS/CN:  9405[.10(.21 + .40 + .50 + .91 + .98)],27402500
274030,Other lamps and lighting fittings,,274030
27403010,"Searchlights and spotlights (including for stage sets, photographic or film studios)",Reference to HS/CN:  9405 40 10,27403010
27403030,"Electrical lighting or visual signalling equipment for motor vehicles (excluding electric filament or discharge lamps, sealed beam lamp units, ultraviolet, infrared and arc lamps)",Reference to HS/CN:  8512 20,27403030
27403090,"Electric lamps and lighting fittings, of plastic and other materials, of a kind used for filament lamps and tubular lamps, including lighting sets for Christmas trees and LED lamps",Reference to HS/CN:  8539 50 + 9405[.30 + .40(.31 + .35 + .39 + .91 + .95 + .99)],27403090
274041,Parts for filament or discharge lamps,,274041
27404100,"Parts for electric filament or discharge lamps (including sealed beam lamp units, ultraviolet or infrared lamps, arc lamps)",Reference to HS/CN:  8539[.90(.10 + .90)],27404100
274042,Parts of lamps and lighting fittings,,274042
27404230,"Parts of portable electric lamps worked by dry batteries, accumulators or magnetos (excluding for cycles or motor vehicles)",Reference to HS/CN:  8513 90,27404230
27404250,"Parts (excluding of glass or plastics) of lamps and lighting fittings, illuminated signs and nameplates and the like, n.e.s.",Reference to HS/CN:  9405 99,27404250
2751,Manufacture of electric domestic appliances,,2751
275111,"Refrigerators and freezers, of the household type",,275111
27511110,"Combined refrigerators-freezers, with separate external doors",Reference to HS/CN:  8418[.10(.20 + .80)],27511110
27511133,"Household-type refrigerators (including compression-type, electrical absorption-type) (excluding built-in)",Reference to HS/CN:  8418[.21(.10 + .51 + .91 + .99) + .29],27511133
27511135,Compression-type built-in refrigerators,Reference to HS/CN:  8418 21 59,27511135
27511150,Chest freezers of a capacity ≤ 800 litres,Reference to HS/CN:  8418[.30(.20 + .80)],27511150
27511170,Upright freezers of a capacity ≤ 900 litres,Reference to HS/CN:  8418[.40(.20 + .80)],27511170
275112,"Dish washing machines, of the household type",,275112
27511200,Household dishwashing machines,Reference to HS/CN:  8422 11,27511200
275113,"Cloth washing and drying machines, of the household type",,275113
27511300,"Cloth washing and drying machines, of the household type",Reference to HS/CN:  8450[.11(.11 + .19 + .90) + .12 + .19] + 8451 21,27511300
275114,Electric blankets,,275114
27511400,Electric blankets,Reference to HS/CN:  6301 10,27511400
275115,Fans and ventilating or recycling hoods of the domestic type,,275115
27511530,"Table, floor, wall, window, ceiling or roof fans, with a self-contained electric motor of an output ≤ 125 W",Reference to HS/CN:  8414 51,27511530
27511580,"Ventilating or recycling hoods incorporating a fan, with a maximum horizontal side ≤ 120 cm",Reference to HS/CN:  8414 60,27511580
275121,"Electro-mechanical domestic appliances, with self-contained electric motor",,275121
27512123,Vacuum cleaners with a self-contained electric motor of a power ≤ 1 500 W and having a dust bag or other receptable capacity ≤ 20 l,Reference to HS/CN:  8508 11,27512123
27512125,Other vacuum cleaners with a self-contained electric motor,Reference to HS/CN:  8508 19,27512125
27512170,"Domestic food grinders, mixers and fruit or vegetable juice extractors, with a self-contained electric motor",Reference to HS/CN:  8509 40,27512170
27512190,Other electromechanical appliances,Reference to HS/CN:  8509 80,27512190
275122,"Shavers, hair-removing appliances and hair clippers, with self-contained electric motor",,275122
27512200,"Shavers, hair-removing appliances and hair clippers, with self-contained electric motor",Reference to HS/CN:  8510[.10 + .20 + .30],27512200
275123,Electro-thermic hair-dressing or hand-drying apparatus; electric smoothing irons,,275123
27512310,Electric hair dryers,Reference to HS/CN:  8516 31,27512310
27512330,"Electric hairdressing apparatus (including hair curlers, curling tongs) (excluding hair drying hoods, hair dryers)",Reference to HS/CN:  8516 32,27512330
27512350,Electric hand-drying apparatus,Reference to HS/CN:  8516 33,27512350
27512370,Electric smoothing irons,Reference to HS/CN:  8516 40,27512370
275124,Other electro-thermic appliances,,275124
27512410,"Vacuum cleaners, including dry cleaners and wet vacuum cleaners (excluding with self-contained electric motor)",Reference to HS/CN:  8508 60,27512410
27512430,Domestic electric coffee or tea makers (including percolators),Reference to HS/CN:  8516 71,27512430
27512450,"Domestic electric toasters (including toaster ovens for toasting bread, potatoes or other small items)",Reference to HS/CN:  8516 72,27512450
27512490,"Electro-thermic appliances, for domestic use (excluding hairdressing appliances and hand dryers, space-heating and soil-heating apparatus, water heaters, immersion heaters, smoothing irons, microwave ovens, ovens, cookers, cooking plates, boiling rings, grillers, roasters, coffee makers, tea makers and toasters)",Reference to HS/CN:  8516[.79(.20 + .70)],27512490
275125,Electrical instantaneous or storage water heaters and immersion heaters,,275125
27512530,Electric instantaneous water heaters,Reference to HS/CN:  8516 10 11,27512530
27512560,Electric water heaters and immersion heaters (excluding instantaneous water heaters),Reference to HS/CN:  8516 10 80,27512560
275126,Electric space heating apparatus and electric soil heating apparatus,,275126
27512630,Electric storage heating radiators,Reference to HS/CN:  8516 21,27512630
27512650,"Electric radiators, convection heaters and heaters or fires with built-in fans",Reference to HS/CN:  8516[.29(.10 + .50 + .91)],27512650
27512690,Other electric space heaters,Reference to HS/CN:  8516 29 99,27512690
275127,Microwave ovens,,275127
27512700,Domestic microwave ovens,Reference to HS/CN:  8516 50,27512700
275128,"Other ovens; cookers, cooking plates, boiling rings; grillers, roasters",,275128
27512810,Domestic electric cookers with at least an oven and a hob (including combined gas-electric appliances),Reference to HS/CN:  8516 60 10,27512810
27512830,"Electric cooking plates, boiling rings and hobs for domestic use",Reference to HS/CN:  8516 60 50,27512830
27512850,Domestic electric grills and roasters,Reference to HS/CN:  8516 60 70,27512850
27512870,Domestic electric ovens for building-in,Reference to HS/CN:  8516 60 80,27512870
27512890,"Domestic electric ovens (excluding those for building-in, microwave ovens)",Reference to HS/CN:  8516 60 90,27512890
275129,Electric heating resistors,,275129
27512900,Electric heating resistors (excluding of carbon),Reference to HS/CN:  8516[.80(.20 + .80)],27512900
275130,Parts of electric domestic appliances,,275130
27513010,Parts for vacuum cleaners,Reference to HS/CN:  8508 70,27513010
27513030,Parts for electro-mechanical domestic appliances with a self-contained electric motor (excluding parts for vacuum cleaners),Reference to HS/CN:  8509 90,27513030
27513050,Parts for shavers and hair clippers with a self-contained electric motor,Reference to HS/CN:  8510 90,27513050
27513070,Parts of appliances of HS 8516,Reference to HS/CN:  8516 90,27513070
2752,Manufacture of non-electric domestic appliances,,2752
275211,"Domestic cooking appliances and plate warmers, of iron or steel or of copper, non electric",,275211
27521113,"Iron or steel gas domestic cooking appliances and plate warmers, with an oven (including those with subsidiary boilers for central heating, separate ovens for both gas and other fuels)",Reference to HS/CN:  7321 11 10,27521113
27521115,"Iron or steel gas domestic cooking appliances and plate warmers (including those with subsidiary boilers for central heating, for both gas and other fuels; excluding those with ovens)",Reference to HS/CN:  7321 11 90,27521115
27521190,"Other domestic cooking appliances and plate warmers, of iron or steel or of copper, non-electric",Reference to HS/CN:  7321[.12 + .19] + 7418 10 10,27521190
275212,"Other domestic appliances, for gas fuel or for both gas and other fuels, for liquid fuel or for solid fuel",,275212
27521234,"Iron or steel gas domestic appliances, including heaters, grates, fires and braziers, for both gas and other fuels radiators (excluding cooking appliances and plate warmers )",Reference to HS/CN:  7321 81,27521234
27521250,"Iron or steel liquid fuel domestic appliances, including heaters, grates, fires and braziers (excluding cooking appliances and plate warmers)",Reference to HS/CN:  7321 82,27521250
27521270,"Iron or steel solid fuel domestic appliances, including heaters, grates, fires and braziers (excluding cooking appliances and plate warmers)",Reference to HS/CN:  7321 89,27521270
275213,"Air heaters or hot air distributors n.e.c., of iron or steel, non-electric",,275213
27521300,"Air heaters or hot air distributors n.e.c., of iron or steel, non-electric",Reference to HS/CN:  7322 90,27521300
275214,"Water heaters, instantaneous or storage, non-electric",,275214
27521400,Non-electric instantaneous or storage water heaters,Reference to HS/CN:  8419[.11 + .19],27521400
275220,"Parts of stoves, cookers, plate warmers and similar non-electric domestic appliances",,275220
27522000,"Iron or steel parts of stoves, cookers, plate warmers and similar non-electric domestic appliances",Reference to HS/CN:  7321 90,27522000
